被评论的商品ID,被评论的商品类别,评论账号,评论人的URL,评论内容,评论地点,评论时间,评论URL,评论来源,标签,采集日期,评价
NULL,NULL,香***y,NULL,好多没开，电脑也没了，健身器也不让用，台球也不让打，就是人少点。那么回事吧,NULL,2015-01-08,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,国***樯,NULL,哈哈哈哈哈哈哈哈就哈哈哈哈哈哈哈哈,NULL,2014-12-29,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,W***0,NULL,挺不错的，就是双休日人略多～ 但是性价比还是很高的,NULL,2014-12-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,箜***7,NULL,环境神马的还可以吧、就是流程有点儿乱、去泡温泉的时候有点儿搞不清状况、,NULL,2014-12-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,W***1,NULL,凑合温泉还行房间太久了。还有味道,NULL,2014-12-20,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***1,NULL,好好好好好好好好好好好好好好好好好好,NULL,2014-12-19,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,就***转,NULL,高级和普通标间其实是一样的，就是可以在周末入住而已,NULL,2014-12-02,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,执***8,NULL,室内温度很棒，房间舒适，温泉种类的多！,NULL,2014-11-30,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,成***啊,NULL,感觉很满意，一家六口人去的，比较划算，大家可以都去看看啊。,NULL,2014-11-30,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,随***8,NULL,房间有点旧，温泉就算可以了，池子很多，没全开，总体凑合人,NULL,2014-11-28,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,C***8,NULL,总体还好 就是娱乐项目较少 房间味道比较大 比较旧,NULL,2014-11-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,r***n,NULL,温泉性价比高，就是吃饭得抢，早些过去吧,NULL,2014-11-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8424219&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,燃***0,NULL,三家一起去的，人很多，水很脏，更衣室的服务员很好，很热情，客房收拾的很干净,NULL,2015-04-12,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,b***1,NULL,环境还行，就是吃的一般，价格还不便宜。,NULL,2015-04-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,m***0,NULL,环境不错，泡温泉人有点多，总体还算不错,NULL,2015-04-07,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,紫***人,NULL,温泉人超多，室内温泉的儿童场所很棒！,NULL,2015-04-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,n***5,NULL,很靠谱的旅行网，下单后确认很快，入住很顺利,NULL,2015-03-18,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,天***3,NULL,还可以，服务不错，春节到现在一直到那边去泡温泉，最近爱上温泉了,NULL,2015-03-11,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,s***q,NULL,位置不错，吃喝玩乐一条龙服务。超值，不错，推荐一个！,NULL,2015-03-08,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,s***r,NULL,一般，不太适合孩子小去，温泉都是室外的。,NULL,2015-02-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,这***吗,NULL,一般吧，有点小失望。什么都收费。这样的度假村一般,NULL,2015-02-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***9,NULL,效果好，服务好，环境好！我非常喜欢,NULL,2015-02-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,M***1,NULL,16区酒店的服务还不错，房间宽敞，有个小阳台，很惬意。再说温泉，我们去的时候天已经黑了，当天气温很低，但我们还是选择了泡室外的，总之大人孩子都很满意。,NULL,2015-02-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,c***d,NULL,房间小，有股难闻的味道。温泉不错，早餐不错。下次会尝试小院私汤。,NULL,2015-02-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,L***4,NULL,很一般，不象咨询时说的那样子。总体不是很好，不值！,NULL,2015-02-15,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,i***y,NULL,来的时候适逢很多团体搞年会，人多到餐厅不接待散客了。其他都还不错，九华的体量，接待再多人都没问题！团的价格很实惠，老人孩子都开心。,NULL,2015-02-07,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***g,NULL,很一般，人多，温泉脏乱差，泡完温泉直接吃饭，衣服都没得换，回来就感冒，晚饭7点半以后就没了,NULL,2015-01-31,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,h***t,NULL,就是泡温泉，娃太小也不行，因为室内太小，室外合适，但是冬天晚上温度低，酌情考虑！,NULL,2015-01-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,小***5,NULL,很满意，就是房间稍微小了一些。孩子玩的很开心,NULL,2015-01-20,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,无***琳,NULL,住的16区，屋内设施齐全，暖风强劲，早餐由于没起来，华丽丽的错过了……五大殿不如以前池子多了感觉，药浴就看到6个，不过室外游泳池温度不错，室内的就太冷了……我们虽然是周末去的，但是傍晚才进去，人少多了，不过不知是我皮肤的问题，还是水质，我竟然过敏了 住的16区，屋内设施齐全，暖风强劲，早餐由于没起来，华丽丽的错过了……五大殿不如以前池子多了感觉，药浴就看到6个，不过室外游泳池温度不错，室内的就太冷了……我们虽然是周末去的，但是傍晚才进去，人少多了，不过不知是我皮肤的问题，还是水质，我竟...展开全部,NULL,2015-01-20,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,g***c,NULL,先说价格吧，到店的价格是699，基本上没优势，我觉得直接在九华定也可以的。另外抱枕是随机送，基本上问过很多家长，都没送。便当要提前一天预约，去了才知道，预约也来不及了。房间也就30-40平米的样子，感觉离豪华有点远。孩子玩的地方不是很大，东西也不多，有时间限制。早饭很一般吧，不过孩子开心就行了！ 先说价格吧，到店的价格是699，基本上没优势，我觉得直接在九华定也可以的。另外抱枕是随机送，基本上问过很多家长，都没送。便当要提前一天预约，去了才知道，预约也来不及了。房间也就30-40平米的样子，感觉离豪华有点远。孩子玩的地方不是很大，东...展开全部,NULL,2015-01-18,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,美***度,NULL,环境很好，服务也挺好的，一家三口玩得超嗨,NULL,2015-01-17,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,e***0,NULL,团购很划算，公司组织的活动，冬天泡个温泉很好,NULL,2015-01-11,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,小***2,NULL,不错，挺满意的，还会再去的，人太多了,NULL,2015-01-05,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,迷***切,NULL,这里不错，孩子喜欢。大众团的亲子票，实惠！,NULL,2015-01-03,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,m***a,NULL,元旦来的，人真的是多的不得了，早餐也很应付,NULL,2015-01-03,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,小***盐,NULL,还不错预定上了，温泉儿童票写的一米四以下但是团购里没有说啊,NULL,2014-12-20,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8585324&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,小***敏,NULL,跟他来的，位置比较偏。独立的温泉不错,NULL,2015-04-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,b***才,NULL,挺满意的一次消费，温泉池子非常多各式各样，挺有创意，房间很大，但美中不足的是没空调,NULL,2015-04-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,笨***宝,NULL,挺不错的，就是要出发那边确认的太慢，温泉不错,NULL,2015-04-20,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,天***8,NULL,位置很偏僻！不太好找！别的还行！是不是温泉水不知道没感觉！,NULL,2015-04-11,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,f***e,NULL,宾馆设施一般，温泉水质也一般，院里环境还可以，不过也许是淡季的原因，客人少，孩子玩的东西比较脏，赠送的早饭更是太让人失望！,NULL,2015-04-08,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,g***0,NULL,团购还是很值得，就是前台服务有点业务不熟练，两个人还互相看不顺眼。室内不大但去时人不多快成包场了感觉不错！室外基本没开！,NULL,2015-04-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,m***9,NULL,一般，客房的床有塌陷，睡觉不舒服,NULL,2015-04-04,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,懂***星,NULL,我去了，可能是当时是冬天的原因吧，感觉没什么人，有点儿冷清，位置比较偏…环境也算的不错吧…,NULL,2015-04-03,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***6,NULL,不太满意的一次体验。设施极其陈旧，温泉池子烫的烫，凉的凉，几乎每个池子里都有老年人搓泥。进去时一条浴巾也没有，问服务员都是爱搭不理的，态度还不好。以后不会再去了。,NULL,2015-03-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***8,NULL,服务态度和气，微笑服务，卫生干净，比较满意。,NULL,2015-03-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***1,NULL,出门就是温泉，可以在房间换衣服，随时出入温泉方便,NULL,2015-03-05,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,s***m,NULL,比较干净，水很好，但是否是温泉就不知道了。,NULL,2015-03-05,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,大***3,NULL,环境好，就是营业时间有点两边不靠，太短了，晚上10点就结束了，吃过饭刚泡一会儿就关门了,NULL,2015-02-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***0,NULL,不太好找，进了村的赶脚，日式温泉房也叫娱乐小包，房间里面有麻将桌，卫生间里有桑拿房，在房间换了泳衣，出房间就可以直接到公共温泉，房间环境差点，价格在这，总体还不错。,NULL,2015-02-18,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,q***1,NULL,住宿陈旧，团购的298的日式温泉。房间里没有温泉，有桑拿。温泉水下午去冷，早上还可以。地方开车必须导航，不会再去了,NULL,2015-02-10,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,b***n,NULL,我很少给差评的，可这家店实在太旧了，而且设施不齐全，服务也很懈怠,NULL,2015-02-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,茗***儿,NULL,总得来说还是挺好的。尤其环境。,NULL,2015-01-15,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,任***餖,NULL,还没去呢…先点评吧……噢噢噢哦哦空军建军节,NULL,2015-01-13,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,超***恩,NULL,虽然还没有去，但是看介绍都还不错，而且是50平的私汤，价格是同等级里最低的，比较期待,NULL,2015-01-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,S***5,NULL,不是周末去的，人很少，但是房间有点冷，就没敢在那里过夜,NULL,2015-01-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,小***2,NULL,酒店太差了，头天定了大床房等第二天要去了告诉我没有要求我换标间我不同意只好退款。,NULL,2014-12-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,闪***在,NULL,很好吧～～住的地方不错～～～好暖和的～～～～～～,NULL,2014-12-16,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***3,NULL,还行吧，酒店一般 ，温泉还行，希望服务能做到更好,NULL,2014-12-04,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***1,NULL,团购的B套餐，结果到那还没泡，温泉池里的水就从外壁内侧往外漏水，漏得房间都湿了，报警器也不响，幸好被发现了，在我们的再三要求下换了一间房，结果就从大床房换成了双床，设施也跟原来的不一样，我们说哪怕加钱也要换成设施好点的大床房，结果前台服务员不同意，不给协调，最后我们选择了退款，因为实在不敢保证换完房的池子不会漏水，而且服务员的态度让我们很不能接受，感觉像是我们的错一样，就因为我们是团购就不给协调，从来没给过差评，但这次的团购真的让人很失望！ 团购的B套餐，结果到那还没泡，温泉池里的水就从外壁内侧往外漏水，漏得房间都湿了，报警器也不响，幸好被发现了，在我们的再三要求下换了一间房，结果就从大床房换成了双床，设施也跟原来的不一样，我们说哪怕加钱也要换成设施好点的大床房，结果前台服务员...展开全部,NULL,2014-11-05,http://t.dianping.com/ajax/detailDealRate?dealGroupId=8269594&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,g***s,NULL,五星来说挺值了，团的带正餐的，吃的做得还不错，爸妈比较喜欢，依山傍水，，房间大，观景很好，适合亲子游。对于我住顺义来说距离也非常合适。下次如要记得带泳裤，运动装,NULL,2015-04-29,http://t.dianping.com/ajax/detailDealRate?dealGroupId=11533872&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,y***t,NULL,空气比城里好多了 能看到水库 床也非常舒适,NULL,2015-04-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=11533872&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
